event.master_deck,event.relics,event.victory,event.character_chosen,event.items_purchased,event.ascension_level,event.gold_per_floor,event.potions_obtained
"[""Defend_G"",""Defend_G"",""Defend_G"",""Defend_G"",""Defend_G"",""Strike_G"",""Strike_G"",""Strike_G"",""Strike_G"",""Survivor"",""Neutralize"",""Eviscerate"",""Dagger Spray"",""Quick Slash+1"",""Blade Dance"",""Backflip"",""Prepared"",""Slice"",""Backstab""]","[""Ring of the Snake"",""Golden Idol"",""Matryoshka"",""Frozen Egg 2"",""Vajra"",""Tiny Chest"",""Pear""]",false,THE_SILENT,"[""Blade Dance""]",6,"[109,109,109,109,133,133,5,49,79,102,67,101,124,143,143,143,143]","[{""floor"":1,""key"":""SpeedPotion""},{""floor"":5,""key"":""AttackPotion""},{""floor"":14,""key"":""Swift Potion""}]"
"[""Survivor"",""Neutralize"",""Blur"",""Backstab"",""Dagger Spray"",""Catalyst+1"",""Backflip"",""Deadly Poison"",""Noxious Fumes"",""Infinite Blades"",""Crippling Poison"",""Predator"",""Adrenaline"",""Dodge and Roll"",""Infinite Blades"",""Poisoned Stab"",""All Out Attack"",""All Out Attack"",""Sucker Punch"",""Terror"",""Dodge and Roll"",""Prepared+1"",""Catalyst"",""Deflect"",""Blur"",""Infinite Blades+1"",""Decay"",""Crippling Poison"",""Tools of the Trade+1"",""Dodge and Roll+1"",""Dagger Spray"",""Pain"",""PiercingWail+1"",""Deadly Poison"",""Calculated Gamble""]","[""Ring of the Snake"",""Mummified Hand"",""Art of War"",""Odd Mushroom"",""Pandora's Box"",""Potion Belt"",""Frozen Egg 2"",""Ornamental Fan"",""Bottled Tornado"",""Pen Nib"",""Blood Vial"",""Fusion Hammer"",""Red Mask"",""Girya"",""WarpedTongs"",""Shuriken"",""Ancient Tea Set"",""Bag of Preparation""]",true,THE_SILENT,"[""Infinite Blades"",""Frozen Egg 2"",""Deflect""]",2,"[119,69,83,96,110,141,68,36,36,36,63,87,87,98,98,203,203,223,238,250,297,13,13,40,40,40,55,55,55,102,131,131,227,227,244,0,0,18,34,34,34,34,34,64,75,91,91,123,123,123]","[{""floor"":1,""key"":""SkillPotion""},{""floor"":4,""key"":""GamblersBrew""},{""floor"":12,""key"":""Dexterity Potion""},{""floor"":19,""key"":""EssenceOfSteel""},{""floor"":20,""key"":""Block Potion""},{""floor"":27,""key"":""SkillPotion""},{""floor"":31,""key"":""Regen Potion""},{""floor"":35,""key"":""GamblersBrew""},{""floor"":46,""key"":""Block Potion""}]"
"[""Strike_R"",""Strike_R"",""Strike_R"",""Defend_R"",""Defend_R"",""Defend_R"",""Defend_R"",""Bash"",""Spot Weakness"",""Thunderclap"",""Armaments+1"",""Twin Strike"",""Seeing Red"",""Barricade"",""Iron Wave+1"",""Searing Blow"",""Inflame"",""Double Tap""]","[""Burning Blood"",""Ginger"",""Lantern"",""Bag of Marbles"",""Strawberry"",""The Courier"",""Velvet Choker"",""Lee's Waffle"",""Blood Vial""]",false,IRONCLAD,"[""Thunderclap"",""Lee's Waffle"",""Inflame""]",2,"[119,68,68,18,29,64,75,95,120,120,130,130,130,146,146,251,251,269,281,281,281,5,33,33,33]","[{""floor"":7.0,""key"":""Explosive Potion""},{""floor"":16.0,""key"":""Poison Potion""}]"
"[""AscendersBane"",""Strike_B"",""Strike_B"",""Strike_B"",""Strike_B"",""Defend_B"",""Defend_B"",""Defend_B"",""Defend_B"",""Zap"",""Dualcast""]","[""Cracked Core"",""NeowsBlessing""]",false,DEFECT,[],11,"[99,99]",[]
"[""Strike_R"",""Strike_R"",""Strike_R"",""Strike_R"",""Strike_R"",""Defend_R"",""Defend_R"",""Defend_R"",""Defend_R"",""Bash+1"",""Headbutt"",""Shrug It Off"",""Battle Trance"",""Twin Strike+1"",""Feed+1"",""Cleave"",""Thunderclap"",""Dual Wield""]","[""Burning Blood"",""Golden Idol"",""Question Card"",""Ornamental Fan""]",false,IRONCLAD,"[""Shrug It Off"",""Dual Wield"",""PowerPotion""]",4,"[116,66,84,84,100,144,144,157,157,157,173,348,152,152,152,152,152]","[{""floor"":1,""key"":""SmokeBomb""},{""floor"":6,""key"":""Strength Potion""},{""floor"":8,""key"":""LiquidBronze""}]"
"[""Defend_G"",""Defend_G"",""Defend_G"",""Defend_G"",""Defend_G"",""Strike_G"",""Strike_G"",""Strike_G"",""Strike_G"",""Survivor"",""Neutralize"",""PiercingWail"",""Dagger Spray+1"",""A Thousand Cuts""]","[""Ring of the Snake"",""Girya"",""Strawberry""]",false,THE_SILENT,[],1,"[119,138,154,104,104,133,149,149,149]","[{""floor"":6.0,""key"":""Weak Potion""}]"
"[""Defend_G"",""Defend_G"",""Defend_G"",""Defend_G"",""Defend_G"",""Strike_G"",""Strike_G"",""Strike_G"",""Strike_G"",""Strike_G"",""Survivor"",""Neutralize+1"",""PiercingWail"",""Injury"",""Dodge and Roll"",""Slice"",""Cloak And Dagger+1"",""Finisher"",""Backflip"",""Quick Slash"",""Cloak And Dagger+1"",""Burst"",""Backflip+1"",""Dagger Spray"",""Glass Knife"",""Dagger Spray"",""Riddle With Holes"",""Underhanded Strike"",""Acrobatics+1""]","[""Philosopher's Stone"",""Golden Idol"",""Nunchaku"",""Fusion Hammer"",""Ninja Scroll"",""MutagenicStrength"",""Tiny Chest"",""Toxic Egg 2"",""Letter Opener""]",false,THE_SILENT,"[""Dodge and Roll"",""Slice"",""Finisher"",""Backflip"",""Dagger Spray""]",8,"[113,113,113,113,188,188,109,132,132,132,26,26,59,82,82,211,211,224,139,90,90,90,90,160,180,180,205,220,220,220,236,236,236,236]","[{""floor"":8,""key"":""GhostInAJar""},{""floor"":16,""key"":""SkillPotion""},{""floor"":24,""key"":""PowerPotion""},{""floor"":28,""key"":""Poison Potion""}]"
"[""Strike_R+1"",""Strike_R+1"",""Strike_R+1"",""Defend_R+1"",""Defend_R+1"",""Defend_R+1"",""Defend_R+1"",""Bash+1"",""Armaments+1"",""Spot Weakness+1"",""Iron Wave+1"",""Flame Barrier+1"",""Flex+1"",""Feed+1"",""Cleave+1"",""Blood for Blood+1"",""Pommel Strike+1"",""Shrug It Off+1"",""Blood for Blood+1"",""Reaper+1"",""Clash+1"",""Spot Weakness+1"",""Inflame+1"",""Heavy Blade+1"",""Mayhem+1""]","[""Burning Blood"",""Pocketwatch"",""Smiling Mask"",""War Paint"",""Sozu"",""Oddly Smooth Stone"",""Bronze Scales"",""Pear"",""Question Card"",""Letter Opener"",""WingedGreaves"",""Singing Bowl"",""Eternal Feather"",""Ancient Tea Set"",""Orichalcum"",""Strawberry"",""Torii"",""Mark of the Bloom""]",true,IRONCLAD,"[""Oddly Smooth Stone"",""Bronze Scales"",""Inflame"",""Heavy Blade"",""Mayhem""]",0,"[116,128,128,147,147,172,172,187,187,187,205,218,218,230,230,335,335,352,47,63,73,73,73,107,119,119,144,159,159,159,169,169,264,264,279,291,291,11,11,46,62,80,135,135,161,194,194,194,194,194]","[{""floor"":2,""key"":""EssenceOfSteel""},{""floor"":4,""key"":""Fire Potion""},{""floor"":12,""key"":""Block Potion""}]"
"[""Defend_G"",""Defend_G"",""Defend_G"",""Defend_G"",""Defend_G"",""Strike_G"",""Strike_G"",""Strike_G"",""Strike_G"",""Strike_G"",""Survivor"",""Neutralize"",""Quick Slash"",""Deadly Poison"",""Skewer"",""Backstab""]","[""Ring of the Snake"",""NeowsBlessing"",""Golden Idol"",""Orichalcum"",""Dream Catcher""]",false,THE_SILENT,[],2,"[117,133,133,146,146,180,180,193,217,217,217]","[{""floor"":2,""key"":""SkillPotion""},{""floor"":4,""key"":""Strength Potion""},{""floor"":8,""key"":""SmokeBomb""}]"
"[""Defend_R"",""Defend_R"",""Defend_R"",""Bash+1"",""Burning Pact"",""Armaments+1"",""Power Through"",""Flame Barrier+1"",""True Grit+1"",""Limit Break"",""Iron Wave+1"",""Shrug It Off"",""Heavy Blade"",""Armaments+1"",""Cleave"",""Entrench+1"",""Headbutt"",""Barricade"",""Metallicize+1"",""Madness"",""Madness"",""Offering"",""Feel No Pain"",""Inflame"",""Dark Shackles"",""Flash of Steel"",""Body Slam+1"",""Impervious""]","[""Burning Blood"",""NeowsBlessing"",""Pen Nib"",""Gremlin Horn"",""Art of War"",""Sundial"",""Runic Pyramid"",""NlothsMask"",""Paper Frog"",""Singing Bowl"",""Fusion Hammer"",""Red Skull"",""Dream Catcher"",""Blood Vial"",""Oddly Smooth Stone""]",true,IRONCLAD,"[""True Grit"",""Shrug It Off"",""Offering"",""Feel No Pain"",""Weak Potion"",""FearPotion"",""Strength Potion""]",3,"[110,121,121,121,121,121,148,148,148,175,175,188,59,91,91,196,196,206,80,80,99,125,125,65,65,141,167,177,177,190,202,202,307,307,324,324,324,48,15,15,50,50,101,101,101,126,139,174,174,174,174,174,26,53,53]","[{""floor"":1.0,""key"":""Ancient Potion""},{""floor"":10.0,""key"":""SteroidPotion""},{""floor"":14.0,""key"":""Dexterity Potion""},{""floor"":35.0,""key"":""EssenceOfSteel""},{""floor"":41,""key"":""Weak Potion""},{""floor"":47,""key"":""Swift Potion""}]"
"[""Strike_R"",""Strike_R+1"",""Strike_R"",""Defend_R+1"",""Defend_R"",""Defend_R"",""Bash"",""Shrug It Off"",""Flame Barrier+1"",""Dual Wield+1"",""Entrench+1"",""Metallicize"",""Limit Break""]","[""Burning Blood"",""Prayer Wheel"",""Sundial"",""Champion Belt""]",false,IRONCLAD,"[""Energy Potion""]",0,"[116,116,132,144,144,144,156,169,248,248,248,121,121,149,149,149,149]","[{""floor"":1,""key"":""Block Potion""},{""floor"":8,""key"":""SkillPotion""}]"
"[""Defend_G"",""Defend_G+1"",""Defend_G"",""Defend_G"",""Strike_G"",""Strike_G"",""Strike_G"",""Strike_G"",""Survivor"",""Neutralize"",""A Thousand Cuts+1"",""Slice+1"",""Predator+1"",""Noxious Fumes"",""PiercingWail"",""Caltrops+1"",""Poisoned Stab"",""Terror"",""After Image"",""Envenom+1"",""Well Laid Plans+1"",""Backstab+1"",""Slice"",""PiercingWail"",""Slice+1"",""Cloak And Dagger+1"",""Footwork"",""Bullet Time+1"",""Cloak And Dagger+1"",""Poisoned Stab"",""Endless Agony"",""Deadly Poison"",""Distraction+1"",""Dodge and Roll+1"",""Blade Dance+1"",""Endless Agony+1"",""Writhe"",""Poisoned Stab+1""]","[""Ring of the Snake"",""Art of War"",""Astrolabe"",""Pen Nib"",""Ancient Tea Set"",""Anchor"",""Calipers"",""Orrery"",""Lantern"",""Boot"",""War Paint"",""Oddly Smooth Stone""]",false,THE_SILENT,"[""Pen Nib"",""PowerPotion"",""Oddly Smooth Stone""]",0,"[119,119,44,62,77,77,87,87,111,138,103,116,128,140,140,242,242,254,254,254,254,272,272,284,128,128,128,128,162,114,140,140,240,240,257,309,321,334,334,360,360,360,385,242,242,242,242,252,252,252,252]","[{""floor"":4,""key"":""Weak Potion""},{""floor"":7,""key"":""Poison Potion""},{""floor"":10,""key"":""SmokeBomb""},{""floor"":16,""key"":""SteroidPotion""},{""floor"":24,""key"":""FearPotion""},{""floor"":29,""key"":""Strength Potion""},{""floor"":35,""key"":""Block Potion""},{""floor"":48,""key"":""Dexterity Potion""}]"
"[""Strike_R"",""Strike_R"",""Strike_R"",""Strike_R"",""Defend_R"",""Defend_R"",""Defend_R"",""Defend_R"",""Bash+1"",""Headbutt+1"",""Spot Weakness+1"",""Shrug It Off+1"",""Demon Form+1"",""Twin Strike+1"",""Feed"",""Whirlwind+1""]","[""Burning Blood"",""Pen Nib"",""Potion Belt"",""MawBank"",""Bronze Scales"",""MutagenicStrength"",""Bottled Lightning"",""Regal Pillow"",""Toxic Egg 2"",""Enchiridion"",""Busted Crown"",""Oddly Smooth Stone""]",false,IRONCLAD,"[""Toxic Egg 2"",""Oddly Smooth Stone""]",6,"[118,137,137,137,154,154,188,208,234,246,271,283,306,349,361,472,484,510,572,584,610,636,648,660,672,684,696,708,393,393,393,393,488,488,502,502,517,361,380,380,380]","[{""floor"":2,""key"":""LiquidBronze""},{""floor"":5,""key"":""Dexterity Potion""},{""floor"":11,""key"":""PowerPotion""},{""floor"":14,""key"":""Strength Potion""},{""floor"":35,""key"":""Strength Potion""}]"
"[""AscendersBane"",""Defend_G"",""Defend_G"",""Defend_G"",""Defend_G"",""Defend_G"",""Strike_G"",""Strike_G"",""Strike_G"",""Strike_G"",""Survivor"",""Neutralize+1"",""Sucker Punch"",""Malaise+1"",""Catalyst""]","[""Ring of the Snake""]",false,THE_SILENT,[],16,"[109,124,135,135,151,151,151,151]","[{""floor"":5,""key"":""GamblersBrew""}]"
"[""AscendersBane"",""Strike_R"",""Strike_R"",""Strike_R"",""Strike_R"",""Strike_R"",""Defend_R"",""Defend_R"",""Defend_R"",""Defend_R"",""Bash""]","[""Burning Blood""]",false,IRONCLAD,[],11,"[99,99]",[]
"[""Strike_R"",""Strike_R"",""Strike_R"",""Defend_R"",""Defend_R"",""Defend_R"",""Defend_R"",""Bash"",""Brutality+1"",""Rupture"",""Twin Strike"",""Heavy Blade"",""Rampage"",""Blood for Blood"",""Inflame"",""Flame Barrier"",""Combust"",""Brutality"",""Limit Break"",""Headbutt"",""J.A.X."",""Battle Trance+1""]","[""Burning Blood"",""Boot"",""Happy Flower"",""Orichalcum"",""Tiny Chest"",""PreservedInsect"",""Coffee Dripper""]",false,IRONCLAD,"[""Rampage"",""PreservedInsect""]",0,"[114,126,76,96,57,86,105,137,163,220,232,232,10,27,27,127,127,138,63,63,82,82,82]","[{""floor"":2,""key"":""PowerPotion""},{""floor"":7,""key"":""Poison Potion""},{""floor"":14,""key"":""Energy Potion""},{""floor"":16,""key"":""SteroidPotion""},{""floor"":21,""key"":""Strength Potion""}]"
"[""Defend_G"",""Defend_G"",""Defend_G"",""Defend_G"",""Defend_G"",""Strike_G"",""Strike_G"",""Strike_G"",""Strike_G"",""Strike_G"",""Survivor"",""Neutralize"",""Leg Sweep+1"",""Backflip"",""Regret"",""Masterful Stab""]","[""Coffee Dripper"",""MawBank""]",false,THE_SILENT,[],0,"[110,121,121,133,164,176,188,188]","[{""floor"":1.0,""key"":""Swift Potion""},{""floor"":2.0,""key"":""Dexterity Potion""}]"
"[""Strike_R+1"",""Defend_R"",""Defend_R"",""Defend_R"",""Defend_R"",""Bash"",""Battle Trance"",""Armaments+1"",""Ghostly Armor"",""Reaper"",""Demon Form+1"",""Metallicize+1"",""Shrug It Off"",""Ghostly Armor"",""Headbutt+1"",""Demon Form+1"",""Clothesline+1"",""Thunderclap+1"",""Iron Wave+1"",""Limit Break+1"",""Parasite"",""Injury"",""Normality"",""Pommel Strike"",""Heavy Blade+1"",""Heavy Blade""]","[""Burning Blood"",""Boot"",""Oddly Smooth Stone"",""Dodecahedron"",""Snecko Eye"",""DollysMirror"",""Ornamental Fan"",""Du-Vu Doll"",""Ice Cream"",""Calling Bell"",""Vajra"",""Meat on the Bone"",""Old Coin"",""Gremlin Horn"",""Whetstone"",""Unceasing Top"",""Juzu Bracelet"",""Omamori""]",true,IRONCLAD,"[""DollysMirror"",""Clothesline"",""Gremlin Horn"",""Whetstone""]",2,"[119,119,119,136,150,100,126,126,203,203,203,223,235,247,247,349,349,274,64,75,89,99,125,125,50,50,1,13,13,48,59,59,157,457,474,62,62,77,88,88,113,132,183,216,227,241,252,152,152,152]","[{""floor"":7,""key"":""GamblersBrew""},{""floor"":12,""key"":""Strength Potion""},{""floor"":13,""key"":""Swift Potion""},{""floor"":21,""key"":""LiquidBronze""},{""floor"":23,""key"":""PowerPotion""},{""floor"":28,""key"":""Energy Potion""},{""floor"":37,""key"":""Strength Potion""},{""floor"":37,""key"":""SkillPotion""},{""floor"":37,""key"":""Regen Potion""},{""floor"":38,""key"":""Energy Potion""},{""floor"":39,""key"":""BloodPotion""},{""floor"":41,""key"":""GamblersBrew""},{""floor"":46,""key"":""GamblersBrew""}]"
"[""Defend_G+1"",""Defend_G+1"",""Defend_G+1"",""Defend_G+1"",""Strike_G+1"",""Strike_G+1"",""Strike_G+1"",""Strike_G+1"",""Strike_G+1"",""Survivor"",""Neutralize"",""Slice"",""Deadly Poison"",""All Out Attack"",""Dash"",""Riddle With Holes"",""Deadly Poison"",""Crippling Poison"",""PiercingWail"",""Corpse Explosion"",""Blade Dance+1""]","[""Ring of the Snake"",""Lantern"",""Tiny Chest"",""Orichalcum"",""Peace Pipe"",""Regal Pillow"",""Juzu Bracelet"",""Eternal Feather"",""Dodecahedron"",""FaceOfCleric""]",false,THE_SILENT,"[""Riddle With Holes"",""Deadly Poison""]",0,"[112,77,92,104,115,115,145,19,74,74,100,116,116,145,145,240,240,258,258,258,258,258,258,258]","[{""floor"":4,""key"":""Dexterity Potion""},{""floor"":5,""key"":""SneckoOil""},{""floor"":14,""key"":""PowerPotion""}]"
"[""AscendersBane"",""Defend_B"",""Defend_B"",""Defend_B"",""Defend_B"",""Zap"",""Dualcast"",""Deep Breath"",""Coolheaded"",""Sunder+1"",""Chill"",""Beam Cell"",""Conserve Battery"",""Ball Lightning"",""Melter"",""Gash"",""Echo Form"",""Cold Snap"",""Coolheaded"",""Chill"",""Compile Driver"",""Turbo+1""]","[""Cracked Core"",""Smiling Mask"",""Mercury Hourglass"",""Tiny Chest"",""Sundial"",""Empty Cage""]",false,DEFECT,"[""Chill"",""Compile Driver""]",20,"[115,40,40,59,70,104,54,54,134,198,272,291,304,314,314,387,387,405,424,624,530,544,544,544,544]","[{""floor"":5,""key"":""SkillPotion""},{""floor"":6,""key"":""Poison Potion""},{""floor"":18,""key"":""Energy Potion""}]"
"[""Defend_G"",""Defend_G"",""Defend_G"",""Defend_G"",""Defend_G"",""Strike_G"",""Strike_G"",""Strike_G"",""Strike_G"",""Strike_G+1"",""Survivor"",""Neutralize+1"",""Poisoned Stab+1"",""Blade Dance+1"",""Slice"",""Backflip+1"",""Slice"",""Dagger Throw+1"",""Phantasmal Killer"",""Outmaneuver"",""Flying Knee+1"",""Blade Dance"",""Blur"",""Underhanded Strike"",""Neutralize"",""Doppelganger"",""Deadly Poison"",""Crippling Poison""]","[""Ring of the Snake"",""Orichalcum"",""Tiny House"",""Happy Flower"",""Regal Pillow"",""Bag of Preparation""]",false,THE_SILENT,"[""Blade Dance"",""Blur"",""Happy Flower""]",0,"[115,115,128,128,147,147,161,161,215,215,227,227,227,243,243,347,397,408,134,144,144,156,156,156,176,224,139,139,139]","[{""floor"":5,""key"":""FearPotion""},{""floor"":11,""key"":""Block Potion""},{""floor"":16,""key"":""Regen Potion""},{""floor"":17,""key"":""Dexterity Potion""},{""floor"":20,""key"":""Explosive Potion""}]"
"[""Strike_R"",""Strike_R"",""Strike_R"",""Strike_R"",""Defend_R"",""Defend_R"",""Defend_R"",""Bash"",""Iron Wave"",""Reaper+1"",""Thunderclap"",""Sword Boomerang"",""Flex"",""Clash"",""Flex"",""Inflame"",""Feed"",""Uppercut"",""Rage"",""Clash+1""]","[""Burning Blood"",""Regal Pillow"",""Vajra"",""Self Forming Clay"",""Pantograph"",""Empty Cage"",""FaceOfCleric"",""Blood Vial"",""Anchor""]",false,IRONCLAD,"[""Regal Pillow"",""Vajra"",""Thunderclap"",""Inflame""]",0,"[112,127,202,377,377,377,26,42,42,60,60,60,76,1,1,97,97,111,111,111,77,88,114,114,114,141,151,151,166,182,196,196,196,196]","[{""floor"":0,""key"":""Strength Potion""},{""floor"":0,""key"":""Regen Potion""},{""floor"":0,""key"":""GamblersBrew""},{""floor"":2,""key"":""Poison Potion""},{""floor"":16,""key"":""Poison Potion""},{""floor"":23,""key"":""Weak Potion""},{""floor"":29,""key"":""BloodPotion""},{""floor"":30,""key"":""Dexterity Potion""}]"
"[""Strike_B"",""Strike_B"",""Strike_B"",""Defend_B"",""Defend_B"",""Defend_B"",""Defend_B"",""Zap+1"",""Dualcast+1"",""Leap"",""Consume"",""FTL"",""Mayhem+1"",""Coolheaded""]","[""Cracked Core"",""NeowsBlessing"",""Mummified Hand"",""Sundial"",""Matryoshka"",""Torii""]",false,DEFECT,"[""Mayhem""]",1,"[111,186,186,197,197,227,240,258,258,258,18,46,46,66,66,66,66]","[{""floor"":4,""key"":""EntropicBrew""},{""floor"":8,""key"":""SteroidPotion""}]"
"[""AscendersBane"",""Strike_R"",""Strike_R"",""Strike_R"",""Defend_R"",""Defend_R"",""Defend_R"",""Bash+1"",""Rampage+1"",""Flame Barrier"",""Spot Weakness+1"",""Heavy Blade+1"",""Limit Break"",""Heavy Blade"",""Power Through"",""Bash"",""Warcry+1"",""Flex"",""Headbutt+1"",""Limit Break"",""Limit Break"",""Demon Form+1"",""Juggernaut+1"",""Flame Barrier+1"",""Inflame""]","[""Burning Blood"",""Golden Idol"",""Mummified Hand"",""Bottled Flame"",""Pear"",""Fusion Hammer"",""Red Skull"",""Bag of Preparation"",""Pen Nib"",""Champion Belt"",""Astrolabe"",""Bronze Scales""]",false,IRONCLAD,"[""Pear"",""Red Skull"",""SpeedPotion"",""Limit Break"",""Bronze Scales""]",20,"[117,136,136,286,306,306,325,325,325,325,356,356,356,89,89,180,180,205,205,48,71,71,71,14,45,95,95,120,143,183,34,34,125,125,149,162,181,10,10,10]","[{""floor"":1,""key"":""BloodPotion""},{""floor"":2,""key"":""GamblersBrew""},{""floor"":11,""key"":""Poison Potion""},{""floor"":16,""key"":""SteroidPotion""},{""floor"":18,""key"":""SteroidPotion""},{""floor"":28,""key"":""SpeedPotion""},{""floor"":33,""key"":""Swift Potion""},{""floor"":36,""key"":""AttackPotion""}]"
"[""Defend_G"",""Defend_G"",""Defend_G"",""Defend_G"",""Defend_G"",""Strike_G"",""Strike_G"",""Strike_G"",""Strike_G"",""Strike_G"",""Survivor"",""Neutralize"",""Poisoned Stab"",""Blade Dance"",""Dagger Spray+1"",""Dash"",""Terror"",""Acrobatics"",""Sucker Punch"",""Noxious Fumes"",""Choke""]","[""Ring of the Snake"",""Smiling Mask"",""Golden Idol"",""Singing Bowl"",""Tiny Chest"",""Ornamental Fan""]",false,THE_SILENT,"[""Dagger Spray""]",3,"[110,127,127,74,39,78,78,99,129,150,165,208,224,239,239,239,239]","[{""floor"":2,""key"":""GamblersBrew""},{""floor"":6,""key"":""FearPotion""},{""floor"":11,""key"":""GamblersBrew""}]"
"[""Strike_B"",""Strike_B"",""Strike_B"",""Strike_B"",""Defend_B"",""Defend_B"",""Defend_B"",""Defend_B"",""Zap"",""Dualcast"",""Sweeping Beam"",""Tempest""]","[""Cracked Core"",""NeowsBlessing""]",false,DEFECT,[],2,"[113,73,73,73]","[{""floor"":2,""key"":""SkillPotion""},{""floor"":2,""key"":""PowerPotion""},{""floor"":2,""key"":""Fruit Juice""}]"
"[""Strike_B"",""Strike_B"",""Defend_B"",""Defend_B+1"",""Defend_B"",""Defend_B"",""Zap+1"",""Dualcast"",""Doom and Gloom+1"",""Genetic Algorithm"",""Cold Snap"",""Doom and Gloom"",""Fission+1"",""Redo+1"",""White Noise"",""Echo Form"",""Conserve Battery"",""Defragment"",""Darkness+1"",""Machine Learning"",""Steam Power+1"",""Machine Learning"",""Flash of Steel"",""Coolheaded+1"",""Defragment+1""]","[""Cracked Core"",""Bloody Idol"",""WarpedTongs"",""PreservedInsect"",""Dream Catcher"",""Lantern"",""Fusion Hammer"",""Strange Spoon"",""Cables"",""Kunai"",""Incense Burner"",""Bottled Flame"",""Vajra"",""Nuclear Battery"",""Calipers"",""Blood Vial"",""Pantograph"",""Anchor"",""Blue Candle""]",true,DEFECT,"[""Lantern"",""Strange Spoon"",""Vajra"",""Anchor"",""Flash of Steel""]",5,"[109,125,125,125,125,163,181,181,230,6,30,30,43,68,68,198,198,218,218,218,232,38,68,68,93,93,113,113,113,148,2,2,102,102,114,214,214,214,230,230,259,271,347,7,7,32,32,48,48,48]","[{""floor"":6.0,""key"":""GamblersBrew""},{""floor"":11.0,""key"":""Energy Potion""},{""floor"":16.0,""key"":""Explosive Potion""},{""floor"":21.0,""key"":""SkillPotion""},{""floor"":25.0,""key"":""SteroidPotion""},{""floor"":39.0,""key"":""GamblersBrew""},{""floor"":41.0,""key"":""SkillPotion""}]"
"[""Defend_G"",""Defend_G"",""Defend_G"",""Defend_G"",""Defend_G"",""Strike_G"",""Strike_G+1"",""Strike_G"",""Strike_G"",""Strike_G"",""Survivor+1"",""Neutralize"",""Catalyst+1"",""Injury"",""Corpse Explosion+1"",""Bane"",""Noxious Fumes+1"",""Quick Slash"",""Poisoned Stab"",""Bane"",""Venomology+1"",""Slice"",""Noxious Fumes+1"",""Writhe"",""Footwork+1"",""Backstab+1"",""Caltrops+1""]","[""Ring of the Snake"",""NeowsBlessing"",""Golden Idol"",""Tough Bandages"",""Letter Opener"",""Pen Nib"",""Oddly Smooth Stone"",""Sling"",""Anchor"",""Eternal Feather"",""Bag of Preparation"",""Ninja Scroll"",""Mummified Hand"",""Gremlin Horn"",""Question Card"",""Red Mask""]",false,THE_SILENT,"[""Sling"",""Poisoned Stab"",""Bag of Preparation""]",1,"[115,115,115,115,290,324,344,344,344,375,375,408,76,107,107,236,236,252,96,96,96,96,132,132,132,132,132,167,167,191,235,235,235,235]","[{""floor"":1,""key"":""LiquidBronze""},{""floor"":7,""key"":""Dexterity Potion""},{""floor"":12,""key"":""Weak Potion""},{""floor"":18,""key"":""GhostInAJar""},{""floor"":31,""key"":""GhostInAJar""}]"
